lat,lon,N,P,K,Moisture,pH,OC,Temp,germ_shs,germ_category,boot_shs,boot_category
17.787309227212692,74.19280109293807,349.01137368448155,13.14448234857418,86.48377313629449,9.200817037905969,7.735817735531505,0.3760057301515997,18.06572514749368,32.27,Poor,55.83,Fair
20.666063365372043,72.36728856673078,264.3958921678511,8.503810239288974,197.4055750381258,12.385144222338845,5.704238326735951,0.774986575113747,23.332093669378423,40.83,Poor,67.04,Fair
17.883551914057175,73.97595260061114,290.68275832580275,16.45396377580049,134.5178912902695,24.91324993624993,6.390028004975582,0.3291419642624577,22.5651331371151,81.5,Good,89.67,Good
20.977742968083508,78.62608564280394,312.2768120190641,8.563937630346524,118.8349524969458,18.924472584774904,7.1567875835896,0.5624198599138126,23.44801473183725,57.97,Fair,80.12,Good
19.6170989433412,76.30084739747822,219.09771163764773,17.869779351575367,197.10624275232135,25.64575140446808,7.785137240172224,0.8743186768077031,12.857255816202873,80.53,Good,81.7,Good
21.684746509492875,74.62543960224339,338.7293934068048,25.55948079706668,168.42872845919845,18.142505990479137,5.926661998956337,0.7161300158152069,27.676707804835928,91.69,Good,93.14,Good
18.527251011687905,78.96251876947245,347.71443091533325,33.33721874565924,160.2880365204096,16.124602195642105,7.89211185431353,0.2025140867169957,24.21507124726132,78.53,Good,83.02,Good
16.84302476204661,79.91516839377611,268.1997429285295,17.285619687720494,184.7936929236729,15.37568473268062,6.528745641066025,0.948549168353275,25.40428068326458,74.84,Fair,83.1,Good
21.92406082011882,75.56263587391034,154.3264244860302,7.416895976972074,86.6308778331537,22.49728958462055,7.334483773487129,0.7479722843894441,25.980336129408677,43.64,Poor,57.25,Fair
19.71736666952532,73.24584844892392,253.83396590322263,13.559600157084573,172.14414408439848,11.565631837509958,6.515270821358969,0.5038065858961469,11.659562303842865,48.14,Poor,66.23,Fair
16.09450512971822,74.99873392281546,143.84441209621542,27.01843181754069,134.9250578394132,21.1219838976504,6.212895664569474,0.6895347510504728,26.611012581593727,79.8,Good,72.0,Fair
18.07441761633301,79.37535918357976,335.9209563019205,22.83619808481045,142.18926045713272,29.50411948727012,6.618338275277683,0.8612853699214709,11.829285014501922,95.43,Good,95.36,Good
16.901538252733626,75.73039484834158,152.77934735358454,26.70681351991412,82.96351742440876,11.717057768544368,6.373194699084644,0.336131092249241,24.41185757891684,46.61,Poor,46.44,Poor
17.299737399447782,72.02920652832968,331.5757793036912,16.025272788355853,186.99728193678908,5.757015589960419,6.192047622273277,0.310271617711077,11.18865995479594,50.9,Fair,67.06,Fair
16.493230367830076,75.24537607608546,231.47206224437187,31.52702399476464,174.27438279313336,22.735293687619706,6.307041280829612,0.6407142399690502,20.257349296197408,94.53,Good,91.56,Good
16.327151417038596,76.21183428120716,120.75157148748929,12.593651955623198,159.79036893405296,24.32517645749183,6.801633366439948,0.5227142224043715,19.35760447746425,61.89,Fair,69.39,Fair
17.473972059192846,72.32070989905695,137.44096026691,31.39029494879018,156.5804012743888,17.08737505996306,6.705084568202941,0.6823290719076802,21.906298084630123,76.55,Good,70.81,Fair
19.98876001310692,78.33043791815103,238.60554643687544,18.89648210505301,178.8961865511151,22.575154374926942,6.198491585930939,0.7870689166306479,24.397616163128045,92.0,Good,91.75,Good
20.34158565179297,76.07921251943343,308.64957971118355,37.44413588721,111.2359174920605,21.5538153511174,7.171571620186958,0.9682937849370974,16.452010034853455,89.35,Good,90.05,Good
17.448774560459395,74.33876312854672,195.71776913019855,38.777671883181846,144.25380498973317,19.210531851685865,5.830901524817273,0.4129993935690649,10.952988453623746,78.7,Good,74.79,Fair
20.276880725599423,74.20088255749936,268.8891097268664,30.06310478031722,154.32948098751035,18.433087965505024,7.334385163570896,0.9987424386151174,21.424279034287007,94.01,Good,94.53,Good
21.730701279270143,78.12712266864943,292.46841519005704,19.171093040504857,106.50540266875578,28.773147083401597,5.608604242839161,0.932186365878524,23.718578516316377,81.62,Good,85.05,Good
18.55924240723691,77.97657389131263,154.3129153155809,24.807269747814903,167.37527438826328,29.59241136674285,7.189554747625931,0.7864410128108923,15.268617525701035,84.71,Good,76.92,Good
19.95830005103553,78.51723604201948,310.45292497844866,5.252071103430496,92.06199970520336,21.081228989945444,6.811219098600879,0.480451876791699,19.211319559607745,57.79,Fair,79.46,Good
17.348254790761942,72.70668783405692,198.97040769668504,39.83467027831388,121.6753723060372,15.664582923494937,6.2612975661532735,0.4789777072821744,17.416563488235422,68.52,Fair,67.63,Fair
16.74100515417665,79.28510501027179,191.4901671979438,21.61287189746469,178.09487558901665,27.940245827912804,6.568442147655344,0.894313058050576,15.317017620915191,88.92,Good,83.4,Good
21.71727878100986,77.95293241061707,166.59695928537957,23.388359617182477,168.0188546256647,6.459838874041913,5.8963650806444425,0.6393959601680879,10.692483943010696,52.52,Fair,53.17,Fair
18.213592966860013,79.62617610897952,170.09592219650744,29.942780234483735,187.8756667716793,27.026647604640708,6.106484087625808,0.7533334411679578,15.787110144361918,86.7,Good,79.89,Good
17.899997495394526,75.68004564219031,281.0129750025967,38.45446401289813,95.9896052098689,18.301346724873355,6.694047926910886,0.9264893416304468,23.56160635722393,84.54,Good,86.61,Good
21.522498793134456,79.29547066404406,237.1810628359209,7.403025264398776,148.82751329674218,21.083509300270094,6.501375584499356,0.9005010710690344,12.370184941411695,62.33,Fair,80.19,Good
17.250033996379027,72.84739848911786,287.4597034382176,31.87559700962696,97.45898938086027,21.571135436994705,5.6645001388088,0.3816483513729746,14.885027612158922,80.57,Good,82.48,Good
16.268744760261175,73.89970422097784,204.8993352633976,10.306987323622389,120.18097098408572,17.016769327371087,7.689832468656775,0.5813220083690183,16.468351960454015,41.95,Poor,60.67,Fair
17.723003912347743,77.70122976763535,338.31273790485346,39.12516577771683,194.78571489658,14.288151691369714,5.935328659269926,0.4403371610240703,13.733061345759005,77.83,Good,82.49,Good
18.61166659756958,75.66857606870224,128.1952201341254,27.29383789835009,99.04976928718456,17.285705497434716,6.043880925270651,0.67670075288155,16.767865199605556,66.31,Fair,61.15,Fair
18.34452238290769,77.51565956987002,279.64564361499447,38.00219114824903,133.04738282110446,15.116501530617612,6.550620166934863,0.6799310606490196,11.515479988172952,78.15,Good,81.94,Good
21.771995541118045,76.66347928647872,160.63647082629728,9.61552345971909,184.3655531347326,13.46796522322108,6.009676703571639,0.7683004282903008,17.913941591935405,36.57,Poor,54.89,Fair
19.573760851567982,78.0929423155668,325.78956799541027,37.719976003396056,117.18731296570355,7.281532180513688,7.845708061883926,0.7793784767721899,18.87231580232488,56.42,Fair,65.49,Fair
19.08576082970655,79.89299784970503,349.7766852369548,16.632333048554095,89.72819843680098,17.089897831868345,7.806130491998502,0.6078754763660068,26.146705566703925,64.71,Fair,75.25,Good
17.839567972130666,73.99236682359934,122.09125682736192,8.934603380426724,170.32152504595717,24.88411861512453,7.100194860275054,0.5822199980310208,15.871416902633824,54.01,Fair,66.67,Fair
19.30975004024642,76.7495148821194,196.78589817189632,26.34224130199779,105.65200794497028,6.393341887889221,5.95315336206952,0.6715165232776454,25.999642358791423,47.76,Poor,51.02,Fair
18.56217928938665,72.8118356942641,213.34571666833523,35.23824383993754,171.68595850946488,12.133055869317737,7.860442353042683,0.9937791506652828,18.34562024777729,63.61,Fair,66.38,Fair
19.48970976846089,74.1914316233569,299.67770127758894,16.61831420998815,164.04247907262624,29.561517732348,6.192324784564735,0.7866514173004948,21.791330109988508,89.78,Good,96.77,Good
16.58533568788157,74.51600335141612,333.44654907214453,16.51764931211049,129.75402622167104,24.30782001033592,6.06329013248298,0.9848733740985608,10.379080948188736,81.1,Good,88.41,Good
17.770168535933518,72.77094036133093,318.34471341512835,20.161787043179405,134.13034562207332,7.08156721682673,7.476888525386444,0.6825790937530606,17.122723421892996,65.33,Fair,73.21,Fair
20.442999698359912,75.36558131659521,192.03930124104653,36.97543316865328,185.5990070667236,8.427057625950214,6.262692029732058,0.6502051269273432,23.52998391627005,59.88,Fair,62.1,Fair
17.95295330518498,74.34700024951667,222.28879764327044,34.66371385505245,80.28431475463145,29.84244626658608,5.7279078040591305,0.7969609686295993,24.195888551116724,79.31,Good,77.21,Good
17.561133727998023,73.66455147644129,310.9669737815202,10.858417067598868,99.6493147021408,10.353634122179823,6.3396160371456265,0.4557745153275763,26.368775859391647,29.23,Poor,56.38,Fair
20.235007687291933,74.125582216974,314.6434125482748,16.401016002747063,167.40524163437243,15.901625154542756,6.4889608108363,0.3727481327765427,22.67666946010709,73.56,Fair,84.57,Good
21.668781511962184,72.90774489226641,158.719516110254,37.83449753631606,117.37994688792531,5.129291677831786,7.352784775665684,0.2354276305506683,20.82216494408528,43.5,Poor,44.92,Poor
20.19314368721125,79.47694262109404,262.7800760785409,16.975156775860427,93.6504011122019,18.82902495697607,7.04623358628093,0.7981777854026957,13.823002077861217,73.33,Fair,80.04,Good
16.07576944477183,73.49111114576367,196.95564511458716,27.65081128421816,144.19711199529752,29.005272248350646,6.721090756084774,0.9604080420871524,28.86592963820903,87.49,Good,82.38,Good
17.786798884831416,79.35611197462265,128.95536997930088,30.50512332366738,182.28536972292784,13.16812181007149,7.813751313036031,0.2732563384007081,27.386209413020264,54.41,Fair,52.86,Fair
16.894461134353865,76.42983639182223,239.68564618250517,32.84631355445532,80.16971529690647,6.389646667381483,5.86349841913111,0.6080275679000141,29.16718927862933,51.33,Fair,57.43,Fair
20.11739932865138,78.64276651910065,183.41416467605356,9.716663020441768,111.13213452318568,15.158760281955017,6.090491565581223,0.678611221758221,18.600037674547373,34.24,Poor,53.43,Fair
19.887710871463284,73.1245321889981,275.78587089715813,27.783893513717707,110.95151224754956,20.649013823505765,6.027600936806721,0.2187066900279826,12.713973039160027,83.05,Good,83.97,Good
19.178390275660824,76.86063613755428,155.65828061312212,37.02026431305782,178.32546816422644,23.908881824568983,7.057452683453636,0.479765449202299,28.196900756782306,82.65,Good,75.14,Good
17.673495256228826,75.60993003126997,190.0622176880968,39.54338353729077,165.8264342364311,11.328694952109233,6.982367049677859,0.5995339451480431,29.16782268544281,62.01,Fair,62.96,Fair
17.33650119267977,74.83851989231064,181.39075618264235,7.131894814634577,105.8659930328446,14.524277995061512,5.707866925644635,0.2032200911971343,25.84071403367069,21.81,Poor,42.54,Poor
18.580168704443544,74.62634965263341,164.14876216109604,22.228478856899,156.75073644289665,27.651665533849904,7.493967411457431,0.9018090701922674,20.510912250377245,86.94,Good,79.86,Good
21.725773247674148,72.90688408268183,140.77644638307302,17.980323046190158,161.22652069951212,5.789376530735108,5.615779633355858,0.4169886566793451,16.167442857778077,40.27,Poor,45.32,Poor
17.418260936589103,73.80355144280983,170.19533006730256,9.89021966585014,86.39010809651246,10.979483347662406,7.51629999870471,0.4117505630559721,16.96400252746107,16.54,Poor,38.5,Poor
16.3803939624859,73.16063235723313,261.7322936371835,30.76140629894441,165.07979463155414,27.11754905121981,6.495748375319069,0.4988250043810714,16.632978581318092,95.96,Good,95.0,Good
21.19627624761492,78.2858284953557,130.10703249283324,14.053413954669962,170.45252803249338,8.859746428205217,5.703613747090249,0.8396322337863664,26.340437502076355,31.32,Poor,43.82,Poor
19.7925431790195,74.13742647477883,276.7630300170065,23.844485189428443,82.63310237092197,28.95173190754357,6.194809643216952,0.6694203289059004,29.42609864137029,87.65,Good,88.09,Good
17.71442604008888,77.82375026290065,209.66990739426092,16.103402223142584,122.83644633660424,7.327717329032803,6.413071159388281,0.5140720374166436,22.203172687446905,41.87,Poor,53.93,Fair
17.105241969949677,78.598302422834,143.0028041816981,33.34663992688594,136.95370957040723,9.85224358256754,7.476680712252235,0.6200873111767029,15.16594578382956,50.6,Fair,50.4,Fair
16.399254292316012,79.6939992309237,289.45572151870874,24.70457635420782,176.14649697881697,22.94238765113553,7.63038683538702,0.6124104980953781,15.94266904747261,97.3,Good,97.54,Good
16.686852054408867,76.12566796190062,242.62117967697077,6.504537197168253,178.0546438428844,12.55091076913688,7.918981099040726,0.7857771821432038,26.13610737699743,35.48,Poor,60.38,Fair
20.05318311965316,74.9081528648047,349.35743478252255,13.65007515068117,145.02371346908848,9.99280341111413,7.012107265503552,0.4430354075376773,29.309764984389837,45.47,Poor,66.46,Fair
18.303977227051284,73.97202416775129,218.6850048244608,35.297508896263736,129.54721502926424,20.34334569688364,7.328320559253693,0.8306007810584417,14.916448990268222,86.53,Good,83.07,Good
18.981806293091854,79.84642932555963,320.6572973287835,6.752597145929727,96.25961527913928,7.221066498296182,6.943263124988129,0.326525021479683,21.07762015672294,25.42,Poor,55.01,Fair
16.960488053059684,72.44534658450905,321.3550630636755,33.19799079076748,130.14412545760388,15.397379918255476,7.327579973235442,0.5408314054347676,18.527238390715706,80.14,Good,84.15,Good
21.29050547613536,75.76488612490068,324.64305865760264,5.593887285624589,82.22323710778831,23.184897209624467,7.221770008698446,0.8471477322608292,29.16157896774009,57.8,Fair,79.1,Good
17.932352637594946,77.44832187400829,347.64347205392994,23.63135141577421,147.83230130317827,18.68424813468492,5.542966704439623,0.91483967979719,16.088822422718437,88.2,Good,90.27,Good
18.50021596313685,74.6225048153354,265.1537652738816,23.120820656380648,170.24860744741954,23.390895131842903,7.839600185681707,0.2738243741431748,26.051202664443583,87.66,Good,88.02,Good
17.278956190624776,76.08781250754114,174.28724834174923,17.635686974839444,137.1778392776818,29.18124018874881,6.514773667904185,0.3664578619579171,29.80958577533273,72.71,Fair,71.7,Fair
18.71343697363617,73.22383614146801,259.7472309069152,17.860250724218503,128.7347815166823,9.752045061415942,7.922765846232544,0.5482042787208772,10.155543033832435,45.59,Poor,57.62,Fair
17.376585672546177,72.7503207734391,260.8718909266314,8.657777691392797,168.46848204844463,13.54839534153156,6.342655007888332,0.8843036974573102,28.55652446289364,46.49,Poor,70.74,Fair
18.930579270669227,76.62542442106157,243.0784536619369,12.868366853542142,92.2962919025178,10.08501558669897,5.515799198829123,0.5855902453083581,18.060744524109644,26.95,Poor,48.93,Poor
16.99578024521502,79.87272568376864,233.3918452668459,34.755984212948775,169.17307425106503,25.31349290666937,7.554759992050848,0.353484674237157,24.39953970463379,90.52,Good,88.29,Good
16.93554607583269,73.5845325996095,141.49993699563447,31.778323685497472,190.64994878691743,24.885178262667942,5.938744205380512,0.5806949092585232,10.536049327193703,81.12,Good,73.09,Fair
18.8680289392222,75.96431021764042,347.2621177129303,28.37618228466687,81.37997715866622,8.025447927991834,5.76456126561516,0.357601626015431,12.995398451767675,50.66,Fair,59.91,Fair
17.22713807170157,74.1528379870609,239.3776436639925,22.83026376563532,101.52301772808858,6.532344596743029,7.90501251506427,0.4773505273022203,24.419535527243628,47.42,Poor,54.54,Fair
18.974376429522952,79.69053201421043,133.80861869046367,6.3877933877559006,94.24307676534544,18.41021433780028,6.061399810128967,0.5811143030996218,24.140068088935536,39.74,Poor,54.47,Fair
17.644500981435456,75.6137811067691,272.80543210764165,13.794681539077494,165.21884452222454,16.343670293960123,6.300881275046051,0.5505856418515616,26.28528359157038,67.05,Fair,82.17,Good
19.81873914924181,75.74540397871736,210.1676520223556,27.636087535273948,171.45412187244526,27.673255755071853,7.9702952845574275,0.2008404215712062,20.324057194557994,81.26,Good,78.72,Good
21.45230010277499,73.59946077742981,284.9670136115312,7.222102989025124,136.7765094199643,21.242335639703125,6.627188448754758,0.7772954719648326,20.16153927876979,66.37,Fair,87.29,Good
18.036833183549,76.93858409147686,157.3338122876779,17.880950593984885,112.04890691401695,16.519317732271144,5.686483627506225,0.6654327705759937,16.87206553505001,54.55,Fair,55.52,Fair
19.50498041989322,76.02038370397386,174.3306901388599,15.720490166550452,155.8870672371719,10.59443344521379,7.685133429659469,0.2650200308735679,17.33230315507867,39.65,Poor,50.2,Fair
17.993455418473985,74.70866482234509,347.7598190838954,8.297469243746939,199.5667891524425,6.4887177271088765,6.844768868218653,0.5042629257619606,19.07393132675,38.24,Poor,66.7,Fair
20.1491692962848,76.46010026334534,138.9180021392748,25.72330139976081,113.4497200258858,11.211190608139876,7.009781619405809,0.6948492996463207,25.975785996227675,47.7,Poor,47.0,Poor
16.753031346069886,76.60786030206407,208.5778163774648,37.90053334089894,155.8424618517794,13.45451904741994,7.188127563605034,0.7907168359013845,27.259883758714476,70.52,Fair,70.99,Fair
18.40780935624445,79.91698319446957,226.9138811889418,8.71626717585934,106.5690443906785,13.202381763205665,7.964479866543965,0.5634773947368472,26.971330317460584,24.19,Poor,48.59,Poor
17.18014867145715,76.68309794468375,275.90757056574176,15.276870277272096,158.36637832997843,7.408549654118366,7.569435942296797,0.242320057057134,11.584657842003509,47.22,Poor,64.87,Fair
19.179178834215737,73.43542316643884,130.8952890567945,36.96909244919945,164.3071467173596,23.96161859193025,7.586673505654193,0.3734166485291958,13.11991986449704,78.93,Good,71.46,Fair
20.55054373922564,79.11126431997529,155.07899795480694,37.99380384503761,116.38930250021116,13.90377768163592,7.555016963142014,0.6845025520964658,22.848174578355973,58.05,Fair,55.82,Fair
21.790676688634825,76.93986439261239,348.4945644445773,37.78502518488665,165.00214019368826,29.631343413807,7.363210034453716,0.5085941972419761,28.993030646508668,97.07,Good,97.11,Good
19.822463922615885,78.22071951648316,122.92389490434677,25.210083182200183,133.93548826340964,19.119558089335,6.066496754943088,0.5792770355419841,29.436929814887133,76.6,Good,69.52,Fair
20.863755896683333,79.27896449456634,250.029420089797,39.88124856637457,88.40021633394348,27.15111934503356,5.524139390912621,0.7084132540776693,18.967126467410363,79.55,Good,79.63,Good
19.187162027135116,77.83179564101815,308.84076559795176,11.425568240532945,123.01695803371231,12.68096769706854,6.746417744271648,0.4207486231763196,20.654878288310197,42.51,Poor,66.67,Fair
17.289046019549236,76.23486964606771,341.38578727034445,27.882985285254502,179.9560127323099,15.590864389678943,6.772977562652851,0.5489300741819332,28.50589900922342,84.31,Good,87.62,Good
19.31693300263777,79.57942714169977,226.9450626020059,25.07446474432048,186.1161629767202,24.303732954685614,5.957459194428797,0.6531714553974415,15.807588936423551,92.51,Good,89.29,Good
20.48889418822507,77.23456957627339,255.35943288264585,25.401978479879503,111.57425666332485,12.172524378484985,7.660293850585352,0.4552491656573896,13.670560327992892,57.56,Fair,63.28,Fair
21.168774686874755,72.53665274797478,318.3326489488629,30.384390371411765,177.9570714946462,8.70055390820298,6.188134460207144,0.8221739485946769,13.857451961599631,68.07,Fair,75.53,Good
18.580100097909447,76.12614474752617,156.60642960616798,8.66958844115621,186.8749190542842,21.42495077014517,6.124191555970842,0.3902950065518524,25.39085570325081,51.29,Fair,64.68,Fair
18.69907588937844,78.46469636757911,323.4250159393041,33.83678985861123,94.27625341778526,23.256963117971534,6.9611128113649485,0.3418539548289142,29.981752043453085,84.4,Good,85.55,Good
21.023212725948405,78.74686503357084,195.5500343026855,11.25386751415924,137.1756895172924,13.472888733858372,6.463220403280363,0.6535005492754717,29.095510342028614,39.37,Poor,57.35,Fair
18.19984066492633,73.20246528085642,304.540234866795,11.407445579511371,163.75740703240157,18.659785465578597,7.135343626012689,0.8147423615323333,28.310754779350585,68.34,Fair,86.96,Good
21.687190661681825,74.8537236449741,277.3303797995472,37.88543355215232,136.91420577175188,13.967816686223768,7.324204093489523,0.3690450727621578,23.67182804471655,74.86,Fair,80.01,Good
16.47063839298263,74.5817536567434,171.72983328597482,28.8325865247645,130.37573352186467,19.55362160261199,7.845439955828936,0.2756949734591621,21.09737578573468,72.29,Fair,67.81,Fair
17.78659782575482,73.92057106516688,251.57406651437785,29.31049079151371,83.47769527917328,12.363404360997055,7.790342603386462,0.8966808437804445,11.522184851723374,56.6,Fair,61.91,Fair
21.47210320718624,74.85254386653278,320.5810316264685,21.69666120327457,129.7029906437491,15.07974426251788,5.66857350957002,0.6389714259645327,29.71812603282678,73.54,Fair,78.33,Good
20.540605923063307,78.65894922297555,344.0624302619525,27.404576480357697,130.6755640766463,12.973976202437516,6.704020300079042,0.5145751636842852,28.13375526335465,70.93,Fair,76.68,Good
