Pixel_ID,State,District,N,P,K,Moisture,pH,OC,Temp,SHS,avg_shs,category
15,Maharashtra,Sangli,184.650638729756,12.913229224385852,286.1814124874095,28.31870265383193,7.172068660640639,0.3190080396375283,20.96129164997055,63.91,63.91,Fair
16,Maharashtra,Nagpur,208.63117772074207,7.406143923504793,318.1440287185548,21.038195176094387,7.424092083976411,0.7655890534982344,21.75386835583403,61.75,61.75,Fair
17,Maharashtra,Satara,110.06204291806444,24.401642805860817,471.1109966354172,18.554028947678773,7.892711350686445,0.5942810620092569,22.819582785414667,75.34,75.34,Good
18,Maharashtra,Latur,184.046531982252,24.02602652939094,417.4628027444332,19.53283758898337,7.047743672588092,0.4892273938301486,23.30790652085488,86.22,86.22,Good
19,Maharashtra,Nanded,264.4836402375336,19.15744731631521,243.22733909959675,25.02741565423837,7.127079374431892,0.6265013937299523,19.19925501785297,95.71,95.71,Good
20,Maharashtra,Akola,204.50331154621543,12.402878828830984,428.49540835122775,26.067586086848348,7.086698683065506,0.4613526180553189,17.92283920891511,66.57,66.57,Fair
21,Maharashtra,Akola,132.47352107374846,17.594892459479926,390.0339925433473,17.766928215676018,7.460968344903704,0.4278323305313928,23.040381807203428,68.93,68.93,Fair
22,Maharashtra,Aurangabad,243.5853645763489,18.252464251729386,344.2513746647883,23.465362366493405,7.127990111368604,0.5278704436593205,19.21412145493408,89.61,89.61,Good
23,Maharashtra,Satara,243.7416505995736,10.915725538203803,393.4543174624606,17.227513690192897,7.930042264605681,0.7081401277856055,19.12205143834018,54.0,54.0,Fair
24,Maharashtra,Aurangabad,163.4785973439735,23.715841061483893,268.58166450367315,25.17120148132145,7.016042147154438,0.6325913862140179,28.65273803594565,85.21,85.21,Good
25,Maharashtra,Nanded,180.52427851872383,12.920948575172808,314.6028803410127,26.13591624518012,7.536460789926658,0.5532028959196023,21.032504729694768,66.23,66.23,Fair
26,Maharashtra,Pune,312.67670385786585,20.12833673882503,259.99897105086023,20.882686073370746,6.971643000775556,0.6578966898291824,22.78500123523023,100.0,100.0,Good
27,Maharashtra,Akola,211.61976028593128,18.707954029743583,468.3220348560994,19.01551334218624,8.018614702188604,0.386057714578537,20.721990000474328,75.33,75.33,Good
28,Maharashtra,Satara,147.54652829141932,20.550546201819767,326.4735210085768,23.154768614725665,7.652029975440404,0.8315524966763875,18.977657771524097,83.19,83.19,Good
29,Maharashtra,Nanded,159.71512229794547,13.246190784661636,248.21500911958907,30.894621719429807,6.926784155465979,0.573972884618648,19.33264156260872,65.68,65.68,Fair
30,Maharashtra,Satara,150.40908718748483,19.57523843153024,589.6912043458306,26.77000881746601,7.628356204277267,0.756267876821672,22.628478128264494,82.29,82.29,Good
31,Maharashtra,Sangli,172.37173141699924,9.496158033964129,331.5515958676537,19.32668629074968,7.057628432868253,0.5652436629552458,16.52875873754876,54.53,54.53,Fair
32,Maharashtra,Nanded,242.8652270968317,18.772097925598317,188.37811880832103,28.051993165683196,7.786556800788967,0.4586866639255645,20.621910086269427,86.07,86.07,Good
33,Maharashtra,Aurangabad,303.1884894724126,13.303817842724465,312.4963867387212,19.83029200494974,7.205513085698751,0.6911578153111357,19.16826949674039,79.26,79.26,Good
34,Maharashtra,Nagpur,181.08615430179316,25.906455385131835,272.58090325996704,22.919277572047797,6.780468528070363,0.4288245123075082,22.44474283774709,86.46,86.46,Good
35,Maharashtra,Nagpur,170.61990448205643,26.6181220607264,237.1498782438824,17.92364531739038,7.491588172892175,0.4292736448186164,22.74773095464997,79.01,79.01,Good
36,Maharashtra,Aurangabad,249.9948316855503,15.7371592430342,232.6551772624605,19.799777566515083,8.052964521572655,0.328383034644724,21.32685144321523,72.25,72.25,Fair
37,Maharashtra,Sangli,288.158187607748,17.051165305097935,251.29439442664344,18.998915614206027,7.584841389705309,0.5938871634688164,21.174505212475047,86.78,86.78,Good
38,Maharashtra,Aurangabad,200.734320156912,7.513115087556711,409.63785331742247,25.43424256382985,7.153946528891468,0.7533581169939503,21.177431039099364,60.86,60.86,Fair
39,Maharashtra,Sangli,255.0713378513041,22.303192894107053,273.17176208783206,15.663088492438323,7.052766309838205,0.504595486158349,21.275748946583555,82.75,82.75,Good
40,Maharashtra,Nagpur,188.4987307075042,15.959388748213623,285.4899345738817,23.78507742982524,7.164254097222316,0.571952251642523,19.267726011848364,77.09,77.09,Good
41,Maharashtra,Amravati,260.643105941948,20.14814420961806,261.97034923545493,25.051851327167324,7.175927583921212,0.5996752326147914,20.94774601508963,97.81,97.81,Good
42,Maharashtra,Satara,240.8663691654391,19.460705169683308,213.07831619159123,25.82239117662856,7.472197002199819,0.7485249828941012,18.222090468139758,93.96,93.96,Good
43,Maharashtra,Nagpur,189.6042323614352,18.30811527986233,320.8502556351258,26.745714938904992,7.772373633589632,0.4072174287695468,20.40193800532561,78.14,78.14,Good
44,Maharashtra,Akola,260.6987355533928,14.943547046700928,388.8816481194163,15.288435867450032,7.44142723377694,0.532116321699575,14.0,65.71,65.71,Fair
45,Maharashtra,Latur,225.0953720901398,12.97631657462252,219.1543082835228,24.022914475587623,7.507727061701016,0.697639989105469,21.225181467454156,72.48,72.48,Fair
46,Maharashtra,Nanded,229.13652179002395,18.22483285554361,284.51397772402095,14.759578292513378,7.211584677752671,0.5478459924829163,17.481340564058613,72.13,72.13,Fair
47,Maharashtra,Aurangabad,234.4941405768563,16.06387521825593,197.97003269517688,31.30389027059583,7.827791180816348,0.4803361683844438,24.69563028705616,76.66,76.66,Good
48,Maharashtra,Sangli,186.02660798766212,16.904918960486555,249.82294447535335,23.613592801690448,7.392594745603044,0.5353609633295835,18.931922641119197,79.15,79.15,Good
49,Maharashtra,Pune,184.78891057264332,20.807859206487983,281.5519272921251,17.779461337956267,6.416322655168581,0.6068895537307646,24.39704158333182,82.56,82.56,Good
50,Maharashtra,Latur,200.682674191704,16.15964605397235,339.96227272547577,19.64061237941065,7.211232103483944,0.5060647773471678,19.609547135495028,77.06,77.06,Good
51,Maharashtra,Pune,300.0205774206699,26.08043895121908,312.23476450593427,25.920032054570843,7.790523650592442,0.4256580649113168,20.60569010436474,93.44,93.44,Good
52,Maharashtra,Satara,167.2471022241034,13.008823909842334,226.35086233341357,30.63873813717129,7.27065088039872,0.4207859095332401,17.26849658896077,63.36,63.36,Fair
53,Maharashtra,Sangli,267.0981508264733,24.383293127148143,369.01700673536936,20.588894055063943,7.347080222423015,0.5611666661049713,21.73869381105796,98.0,98.0,Good
54,Maharashtra,Akola,163.1327065716671,16.42730077373691,406.6471418381423,22.026218498590914,6.762228936482254,0.4280749972455472,21.117451484411852,73.63,73.63,Fair
55,Maharashtra,Latur,261.2076191542768,21.064282321190497,225.44946329409456,18.104598853760624,7.1451057871696495,0.4012165258237419,18.8197405864911,89.37,89.37,Good
56,Maharashtra,Pune,206.4488044424652,22.302234070552338,427.8959697842728,23.211668430415564,7.068842768433715,0.5635362677482888,26.118497302825595,89.55,89.55,Good
57,Maharashtra,Nanded,199.10438720971828,21.46412682149428,280.5718971977746,20.05044804495111,8.415703116484357,0.6876152294524291,23.874057697082705,83.8,83.8,Good
58,Maharashtra,Nagpur,236.26058563454737,22.29212243424794,196.888235950382,20.65296582777721,6.9266965949336905,0.2252921386687879,22.793855639489905,90.87,90.87,Good
59,Maharashtra,Nanded,268.3035258021399,16.482119500491883,335.4052030162535,25.22866394361624,6.646446604306443,0.6362354181552814,24.030391083062757,88.05,88.05,Good
60,Maharashtra,Pune,232.797535086274,15.593074467244568,203.47147626634944,27.613388423990106,7.397520344130451,0.6483743192502693,17.397010598760005,81.12,81.12,Good
61,Maharashtra,Sangli,121.25587486734514,27.16071262979609,196.5111170489943,24.8051653373553,7.999955470270079,0.4610335147715475,19.11888324918283,76.32,76.32,Good
62,Maharashtra,Sangli,313.6874079695691,19.33889773103855,321.0545067105296,19.48381257167126,6.853734085406538,0.6304928231628641,23.613281982519027,96.44,96.44,Good
63,Maharashtra,Nanded,153.2955565383738,16.042335880433537,324.0231802117008,22.21067040870965,6.486879003983681,0.5077660585024173,22.28647247672635,72.47,72.47,Fair
64,Maharashtra,Amravati,280.23175362879124,16.43835975154585,304.5321280326744,19.34749426194736,7.645666680017371,0.6009009252056766,19.5604543983883,85.2,85.2,Good
65,Maharashtra,Amravati,338.7070871700298,15.446378676914032,276.1433072118019,17.060320771017295,6.523147977503209,0.6121682510854595,21.071551398919567,77.36,77.36,Good
66,Maharashtra,Satara,283.43115781522107,24.61893705096904,150.0,21.06547438719796,7.075797661208313,0.5114549739455516,20.880522806566155,98.76,98.76,Good
67,Maharashtra,Akola,139.97470428086646,18.033447315005382,295.5151367330203,15.461714659081212,6.555720191539929,0.6611718581729276,27.43331238027608,64.04,64.04,Fair
68,Maharashtra,Nanded,193.79916355557108,24.615620386348287,357.7237030579261,17.621908733076214,6.985101538269418,0.497159358629967,17.54300067258916,81.47,81.47,Good
69,Maharashtra,Satara,234.4386278310181,8.810029821433055,354.76047112753594,10.610247910947212,7.322299444706386,0.5952513249252961,22.993710511195783,36.22,36.22,Poor
70,Maharashtra,Nanded,232.2602030142729,16.95604721848322,351.59878390532486,23.42990083094142,7.726340648195636,0.5880107112302592,25.457782088437643,80.39,80.39,Good
71,Maharashtra,Sangli,208.4603806038692,19.472833010712424,364.8407404864406,23.329776346772164,7.074086348803881,0.7916376397737124,20.466318407731663,90.35,90.35,Good
72,Maharashtra,Aurangabad,226.9253981194221,21.4096495519162,202.05895027225824,31.98504078421473,7.100812004069404,0.2433439622228821,25.95998031921233,88.16,88.16,Good
73,Maharashtra,Satara,285.31464046072205,14.115540652384256,378.4984478445599,29.207843103289505,6.9481172581369535,0.683576501349834,14.820888749681776,80.91,80.91,Good
74,Maharashtra,Pune,200.15523722647615,19.25757971009485,365.0661821193023,25.340504758783563,7.673584654989781,0.5826571097575315,20.52698085126081,86.06,86.06,Good
75,Maharashtra,Nanded,251.5958446109423,20.48175563326244,356.12873100043834,18.596278627147232,7.59019745657967,0.4511495439630202,22.855912290647797,89.2,89.2,Good
76,Maharashtra,Akola,230.1728255349944,15.64898340661231,386.33318563629865,18.617934897579808,7.299950959570196,0.6561262919794759,15.424175230935278,76.0,76.0,Good
77,Maharashtra,Nanded,108.68241432501117,24.55401609057263,189.7363083401748,10.302034987425568,7.798776027311361,0.6024198148651175,15.277346857667506,50.69,50.69,Fair
78,Maharashtra,Sangli,301.6240958726253,9.607068771100792,400.062783024485,25.163909330531425,7.5353985629977664,0.5201654503319039,26.67673214451099,66.51,66.51,Fair
79,Maharashtra,Nagpur,251.4076745195053,22.049474805248305,285.2198677129165,17.45421191457438,7.555137952612187,0.5490446150851704,25.105240427768607,85.94,85.94,Good
80,Maharashtra,Nanded,223.05938586399867,23.43487481924797,288.8753709228052,26.81925159357681,7.22903682302021,0.4536825071983593,23.43389361880031,91.53,91.53,Good
81,Maharashtra,Sangli,250.67174516118504,26.38397906279033,265.8347560627499,29.480221557445915,6.902138118675434,0.3565535701314866,22.635914140885145,93.29,93.29,Good
82,Maharashtra,Amravati,217.22076645447729,29.22875989808413,329.04548273826595,24.405046158683568,7.443757917841958,0.597091994867843,21.559710060697828,92.88,92.88,Good
83,Maharashtra,Amravati,280.2485323650374,20.362125094475463,275.9089848065453,19.64859276635278,7.326612338561415,0.4704871551533018,19.993872228432902,97.12,97.12,Good
84,Maharashtra,Nagpur,188.54309824662047,29.693455508687432,356.6766866975456,27.354982336026275,7.164765269474179,0.4539918970530147,19.542998496467504,87.65,87.65,Good
85,Maharashtra,Latur,169.23793100018173,18.23051841145091,393.624842691113,26.03708680541401,7.301052899655959,0.4721427175491048,23.10131812562889,80.38,80.38,Good
86,Maharashtra,Sangli,228.0754139990129,19.3584405259892,212.91649877790343,17.46548252929123,7.815530458044772,0.4862140766021577,19.19841941174204,78.49,78.49,Good
87,Maharashtra,Satara,184.14039147273047,19.583346543240616,264.06226004223146,22.79127990476684,7.334185736780122,0.620083894106861,19.30608446816573,87.94,87.94,Good
88,Maharashtra,Nagpur,217.46432817362387,23.74852313655348,296.9267860735514,14.831457137690576,7.220789144079908,0.2151082310803792,24.66347438879773,73.14,73.14,Fair
89,Maharashtra,Amravati,137.46321402757195,20.504711307230387,336.4369860756897,35.98016354167638,8.127207843184447,0.3258385821620693,24.97929330797039,74.42,74.42,Fair
90,Maharashtra,Aurangabad,219.1038213219073,18.449211320842338,302.16251121393447,26.16611938810371,7.340048813295016,0.5633317713117993,17.683652459725604,87.81,87.81,Good
91,Maharashtra,Pune,286.7839196573731,23.357775474970797,370.5170444830264,24.44687280613959,6.948379291513109,0.5370575680464272,17.944680477770135,99.1,99.1,Good
92,Maharashtra,Satara,270.6499215086194,23.24902659705608,349.42272110291646,18.982818725486187,7.2896761737592035,0.493096249827999,20.35719432188196,94.38,94.38,Good
93,Maharashtra,Nagpur,244.44191235163925,19.333912751324316,415.7159178305395,25.73990217030958,7.783301530461029,0.4972713690961481,23.51275540574914,88.53,88.53,Good
94,Maharashtra,Sangli,204.62813570460088,9.21685413238048,362.4206965941948,11.59035296058139,6.887828259001487,0.7805753018381238,25.24114092072509,34.23,34.23,Poor
95,Maharashtra,Sangli,278.5911345086368,16.845208746817132,296.49994489794005,25.36128642206886,7.938417682985888,0.8286287446119689,19.442863742246796,84.1,84.1,Good
96,Maharashtra,Aurangabad,199.0928482995364,22.515126333888915,400.59977621253125,21.95881716468961,7.448258890397918,0.6574510339699572,24.3978940680264,90.88,90.88,Good
97,Maharashtra,Satara,335.27870228199765,20.58795789896525,287.15965958635456,29.852473176305693,7.610774965052716,0.8144640134199054,18.49060527109157,98.43,98.43,Good
98,Maharashtra,Pune,265.51481947911617,7.795628843341774,230.4296123285009,24.58829510234561,7.150072568921729,0.6031309260253002,19.185640467116336,68.16,68.16,Fair
99,Maharashtra,Sangli,237.36039146848012,15.8872926391443,377.7090771780223,29.50485815282145,7.350154487462612,0.6597641671154071,20.68076037347307,82.77,82.77,Good
100,Maharashtra,Amravati,247.75726443555607,17.476604034738596,332.5325757584276,21.973317645816685,7.643026745732544,0.3276984020416588,19.353077935546608,82.9,82.9,Good
101,Maharashtra,Satara,210.99387051018533,28.492344308674166,231.23849418498523,18.47860434705053,6.868341669135394,0.8185974050883903,18.638273281158924,87.63,87.63,Good
102,Maharashtra,Sangli,345.14559488615566,19.49868810056055,357.28165765593855,13.1856653556448,6.964887625895296,0.6815379008813724,23.86033800654105,77.9,77.9,Good
103,Maharashtra,Pune,174.0326055431297,15.86877390495662,394.519807461869,25.09330979854966,7.447842267554828,0.6980038221256285,24.215671533511504,75.58,75.58,Good
104,Maharashtra,Nanded,278.1104925456856,23.77422586186625,392.0049841212146,22.517388826565927,7.457974965912473,0.474102037905029,19.66398328494158,98.02,98.02,Good
105,Maharashtra,Pune,253.57894185976863,10.616257120898451,244.32604217142165,25.40750348686312,7.821261141333162,0.5952533815372015,21.070795940326157,64.05,64.05,Fair
106,Maharashtra,Satara,236.48780697478725,27.95533002779859,343.80473413676617,17.721126252937143,6.89037240601867,0.7896848553203323,27.85469585067479,86.56,86.56,Good
107,Maharashtra,Sangli,177.87575628864306,23.389634146190826,301.7280922727243,12.351577018429213,7.453993888327876,0.6195084475972947,19.37353789610786,65.38,65.38,Fair
108,Maharashtra,Satara,287.1772954643277,5.0,371.06799366450696,23.28080729216912,7.312758440650423,0.7395029034462194,20.95029597427784,69.79,69.79,Fair
109,Maharashtra,Nagpur,188.11671650986477,11.06832452389314,501.83932502640687,14.393775627056772,7.13985162237199,0.3886749193249946,20.33420667869324,42.76,42.76,Poor
110,Maharashtra,Aurangabad,186.77325351788937,12.636846863144946,375.5560559386248,16.969420534582518,7.279855804764549,0.403425570000761,18.372720105429533,55.34,55.34,Fair
111,Maharashtra,Latur,213.26575563066092,18.1710736626826,428.53503449698536,20.93005577887245,7.000658383704484,0.5981186878171901,20.87634072586892,86.93,86.93,Good
112,Maharashtra,Satara,268.7409746083302,22.835514571918186,433.4775990451401,19.41233174545888,6.772015864937063,0.6288755556888282,19.50268900860166,96.96,96.96,Good
113,Maharashtra,Pune,265.7636426493383,22.970909812755345,326.75816844771424,34.26921087072854,6.800065235470583,0.6757735552240727,21.271672077668377,98.4,98.4,Good
114,Maharashtra,Satara,149.56161804102103,12.838222134478857,352.9990889470483,23.0146151042565,7.179110782287612,0.6959518181306614,17.21063971250692,63.39,63.39,Fair
115,Maharashtra,Akola,105.7166400503082,12.60814406453608,307.33064827421936,21.062106678648743,6.695254503184104,0.4917172982004527,21.31288674265722,61.5,61.5,Fair
116,Maharashtra,Satara,246.482258846899,8.257265075212368,231.98617896998087,17.795456009760727,7.753640334623672,0.5059179450313609,20.979304813624875,54.44,54.44,Fair
117,Maharashtra,Latur,217.1635847372145,22.15236710217915,330.59586321992634,32.08443772093458,7.745118794316196,0.5453600933182068,22.023533544672823,88.68,88.68,Good
118,Maharashtra,Amravati,251.89866350753863,19.953274153461543,397.6092506408036,27.333373447945768,7.728192872478946,0.5708728837328757,23.92323897611418,93.05,93.05,Good
119,Maharashtra,Nanded,234.74264106009235,16.20662778144682,317.0864954695239,25.194455229683864,7.6224226591315425,0.4549721050733742,24.918269666597386,79.67,79.67,Good
120,Maharashtra,Nagpur,227.15545414758796,20.262673468797395,187.52178102872253,20.045307151673875,7.286756399505899,0.3641567190551086,19.323921082384352,90.74,90.74,Good
121,Maharashtra,Nagpur,236.9011177398422,17.23977025141553,404.6287360874526,24.04256174188713,6.823402300774554,0.4910654995868609,20.53406901409227,85.28,85.28,Good
122,Maharashtra,Pune,219.7667088346477,20.75951309016349,388.3829354625946,32.10200981841056,7.12183134804401,0.5950115882948972,19.15031430884153,93.14,93.14,Good
123,Maharashtra,Aurangabad,298.27620146171705,16.67124869463506,281.1360331314761,11.005970216899591,8.152462827776237,0.3262383319500507,22.10003612513333,51.85,51.85,Fair
124,Maharashtra,Aurangabad,194.89728878236943,19.31861928695216,360.4471823616798,12.766137827642993,7.206276327765453,0.4574450980479806,19.58332646872473,64.5,64.5,Fair
125,Maharashtra,Nanded,189.45640347943797,13.654394594436784,325.1944349660109,20.285120858486856,7.308238958907859,0.634060330633915,22.26375452652873,70.62,70.62,Fair
126,Maharashtra,Akola,216.5537557912565,18.71362673188852,351.9727253407649,25.21361379933772,7.6279069120928815,0.5537250272020778,24.32288132533108,86.5,86.5,Good
127,Maharashtra,Latur,206.91871272687644,10.293626644908567,220.1712127131492,23.58213036524542,7.642466036244583,0.3015875060759597,22.1116379641674,56.24,56.24,Fair
128,Maharashtra,Latur,165.23223180379915,21.203217744943625,274.31632144883264,19.738468403754617,7.221526626714088,0.2532551122865363,14.94030168342761,80.81,80.81,Good
129,Maharashtra,Nanded,276.176076123283,11.531855269683025,346.04919737652125,19.144976401802133,7.591548865572735,0.5170987627482244,20.34169524346509,68.94,68.94,Fair
130,Maharashtra,Akola,197.835524901344,15.383218938568955,323.3322486270046,27.917071247695933,6.810996648783597,0.4892365247830968,19.34823187935716,75.24,75.24,Good
131,Maharashtra,Satara,245.4191403973776,6.791325657878547,302.69758322355824,20.594498535570224,7.127206300800881,0.4998055988126102,25.494216317123808,62.83,62.83,Fair
132,Maharashtra,Satara,267.0421430633505,18.75945533953218,329.2946488784909,14.33125637145082,8.080678483413385,0.7859774001046731,23.1528191723965,70.58,70.58,Fair
133,Maharashtra,Amravati,227.3124003909428,19.6106017862754,356.2646860691564,20.97372685192957,7.923194654856042,0.7638906866299986,26.389712272061157,85.23,85.23,Good
134,Maharashtra,Nanded,283.6119623379197,27.376304363126327,271.7568527337302,18.74290998192776,8.0943855212661,0.5437492940155177,19.7902854148642,88.33,88.33,Good
135,Maharashtra,Sangli,178.4211876564921,14.3535088122689,363.3080583493534,21.516855466883896,7.851729775015801,0.9258012422064869,18.666966480886007,66.51,66.51,Fair
136,Maharashtra,Amravati,257.6662880188621,17.190017390841,328.40219287027827,20.713117312883277,7.645407189092167,0.3872648921761913,16.828539815306026,83.47,83.47,Good
137,Maharashtra,Latur,261.6439542164311,21.365792743095746,189.49679301836335,32.00868551265068,7.039359701585772,0.2925831766325434,20.736520186406683,93.73,93.73,Good
138,Maharashtra,Satara,324.04146064833213,23.58471781616281,350.75119303770293,18.63755263434858,7.044715697821101,0.4564352409738655,15.28795106918607,92.75,92.75,Good
139,Maharashtra,Latur,183.72186492452352,18.979017667187044,354.5821130397917,18.641883160309742,7.504269506329563,0.4139633815385496,20.936114822521382,79.3,79.3,Good
140,Maharashtra,Nanded,283.63645096296824,16.21634800888737,394.3681056912584,16.222159759471413,6.506229423074319,0.5482239794625642,21.798058355488863,76.43,76.43,Good
141,Maharashtra,Akola,153.2659262139547,22.8041339368926,287.2609159081676,24.385204136115608,7.5386015526922865,0.4943695305344979,21.19205472765064,83.69,83.69,Good
142,Maharashtra,Akola,153.85038879057151,9.217090506701243,290.0319387323861,20.256739327960705,8.000303916253724,0.6020266090536192,20.12685573920393,48.49,48.49,Poor
143,Maharashtra,Akola,136.16375043503297,23.02845730040715,424.6282002755066,30.955718934313133,7.471102357432161,0.4438744673430971,21.43477010414126,83.16,83.16,Good
144,Maharashtra,Aurangabad,274.4718354680217,16.641993702929682,317.3944434443111,25.663200386077897,7.691051817454793,0.5062335062968759,20.798208549728542,85.21,85.21,Good
145,Maharashtra,Latur,224.5468875386658,12.52718383793108,258.3224995331477,20.934323316663395,8.046383401335497,0.716600250055418,21.169383931905408,64.09,64.09,Fair
146,Maharashtra,Amravati,240.00572373241084,6.495405692740411,525.6426993017442,17.307660448970758,7.0515464943849935,0.5584068028024893,22.61067039877325,56.56,56.56,Fair
147,Maharashtra,Nagpur,190.278907646074,14.86357187196134,269.5446706744493,15.905137387319368,7.593556926896756,0.5666231209737138,20.870928819269327,60.21,60.21,Fair
148,Maharashtra,Satara,244.8291036743869,20.342340647645557,283.8172195977152,22.991446886859325,7.5493584767654225,0.6808418917384631,20.350985443876315,95.34,95.34,Good
149,Maharashtra,Aurangabad,166.1669745911167,20.342039804711824,243.72848311937432,23.48314159838088,8.052450340912749,0.4074046013099746,23.512856433195044,77.39,77.39,Good
150,Maharashtra,Akola,205.3809978267775,15.690167818407236,284.46241522740365,26.50737314973893,7.52095953769529,0.4057576228985536,20.65284353201332,75.55,75.55,Good
151,Maharashtra,Akola,257.4950040018937,15.042872416566324,217.16443075546545,27.82217322996453,7.040335349199185,0.3391365675940979,24.345288041119204,78.83,78.83,Good
152,Maharashtra,Latur,294.31869400795085,21.374172191345657,169.0113548710229,20.484841795009853,7.825426287754408,0.7495354759123214,20.91324169992528,95.39,95.39,Good
153,Maharashtra,Sangli,252.5547648291489,11.754965387147568,320.1947659645105,22.29200736051334,8.04817185804163,0.6446876244627946,21.22402039981902,64.91,64.91,Fair
154,Maharashtra,Aurangabad,160.93030083505994,23.92136409255259,359.4736384036652,25.794642948933827,7.637901736666115,0.602409867053637,21.70297855992344,84.63,84.63,Good
155,Maharashtra,Akola,158.6651441156033,24.653661962689974,313.2179919269448,19.863376587159145,6.836195473010722,0.4439822065052261,22.15424229531053,83.73,83.73,Good
156,Maharashtra,Sangli,347.3523741686366,12.85535959567039,331.44342354172176,16.70680325301459,7.113253511856964,0.757041589210678,21.15791364826793,68.47,68.47,Fair
157,Maharashtra,Nagpur,302.33132504152366,18.11141358729142,331.2333344899192,21.624279165949915,7.025108780466471,0.6376897643672447,19.552591862014573,94.29,94.29,Good
158,Maharashtra,Nagpur,213.1844196825808,18.23748898418605,477.5318337471389,16.703039347650282,7.930107620415333,0.5206415792848362,22.19388429031412,69.98,69.98,Fair
159,Maharashtra,Akola,155.80683823043574,13.535474011020463,269.71149141015616,28.238710363368668,7.757969750777777,0.4646060386049566,19.31627343939033,60.92,60.92,Fair
160,Maharashtra,Aurangabad,233.9497081111901,15.775998790968494,241.0746963581583,21.59870476896227,7.221141415046435,0.429673147775525,23.733177263649825,79.66,79.66,Good
161,Maharashtra,Latur,276.2292218813071,25.116982811495227,212.4136427981576,13.573445306190298,7.507100489745786,0.6551392324060226,21.78595873513712,80.06,80.06,Good
162,Maharashtra,Sangli,229.8958101289908,25.361396180434248,384.6052527546585,27.21304417818244,6.652719840017943,0.3331035061996936,19.700366521128117,90.62,90.62,Good
163,Maharashtra,Aurangabad,248.44915395926373,25.141983115642688,293.4610581308759,16.926216346535668,7.318567855959055,0.4301982903261627,19.37680613733498,84.78,84.78,Good
164,Maharashtra,Aurangabad,158.8029866618872,23.192749774559665,304.95472458102256,15.273157738822508,7.191634472265326,0.5246514315525763,23.06003707649588,71.01,71.01,Fair
165,Maharashtra,Amravati,243.13131676905516,27.58927974812945,237.91777201970788,31.732714187573823,6.906612759487958,0.5933997480932249,20.348753595153195,95.75,95.75,Good
166,Maharashtra,Amravati,306.341692110938,12.875158115337571,331.30079043013893,18.62006863512801,7.444196215479788,0.555355375192425,22.306944876164728,73.68,73.68,Fair
167,Maharashtra,Akola,101.2213637916686,14.503513802140011,267.26912429630096,23.366881739721336,7.71572624474184,0.4221604895541356,23.03324144145769,63.2,63.2,Fair
168,Maharashtra,Pune,205.68404621754425,17.77713665371468,492.6013768793951,16.21625164831972,7.2836775679423855,0.5510612296717747,17.155381685177822,72.44,72.44,Fair
169,Maharashtra,Satara,239.3593202103215,20.54044560928338,260.6330910462537,16.342734896737852,6.7595922809193,0.8786891795848149,23.09080930748888,84.37,84.37,Good
