"State	",District,Sub-District (Tehsil),nitrogen,phosphorus,potassium,temperature,humidity,soil_ph,rainfall,soc,cec,sand,silt,clay,soil_moisture,water_holding
,,,61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,,,37.2,52.25,10.55,,
,,,67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,,,50.35,41.5,8.15,,
,,,67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,,46,1.2,29.5,69.3,,
,,,66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,,,0.65,27.7,71.65,,
,,,82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,,12.65,65.4,25.25,9.35,,
,,,84,50,44,25.48591986,81.40633547,5.935344406,182.6549356,,11.6,16.1,55.95,27.95,,
,,,81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,,20,69.2,22.3,8.5,,
,,,91,50,40,20.82477109,84.1341879,6.462391607,230.2242223,,20.56666667,19.3,55.2,25.5,,33.06666667
,,,93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,,6.35,84.03333333,12.1,3.866666667,,
,,,90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,,29.66666667,21.53333333,29.6,48.86666667,,32.76666667
,,,81,45,35,26.52872817,80.12267476,6.158376967,218.9163567,,8.433333333,59.43333333,36.43333333,4.133333333,,26.16666667
,,,78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,,8.6,82.3,12.7,5,,
,,,60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,,,,,,,
,,,88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,,,,,,,
,,,93,47,37,21.53346343,82.14004101,6.500343222,295.9248796,,15.95,15.9,56.2,27.9,,
,,,60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,,20.35,27.125,48.45,24.425,,24.7
,,,78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,,53.06666667,42.55,37.95,19.5,,35.55
,,,65,37,40,23.35905428,83.59512273,5.333322606,188.413665,,27.93333333,78.4,19.65,1.95,,36.3
,,,71,54,16,22.61359953,63.69070564,5.749914421,87.75953857,,36.725,41.03333333,40.8,18.16666667,,22.96666667
,,,61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,,12.65,74.15,22.2,3.65,,
,,,80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,,28.3,11.46666667,34.8,53.73333333,,
,,,73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,,20.35,35.2,49.4,15.4,,48.3
,,,61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,,10.96666667,49.2,26.06666667,24.73333333,,22.7
,,,68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,,12.2,68.55,16.1,15.35,,25.5
,,,93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,,,1.3,41.1,57.6,,
,,,89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,,3.45,59.1,36.4,4.5,,9.6
,,,76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,,8.45,59.9,35.8,4.3,,20.45
,,,67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,,21.76666667,3.133333333,66.66666667,30.2,,26.03333333
,,,70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,,20.46666667,34.33333333,44.83333333,20.83333333,,
,,,90,49,21,24.84016732,68.3584573,6.472523287,74.05474936,,38.9,51.2,25.03333333,23.76666667,,20.6
,,,62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,,14.98,32.42,53.58,14,,
,,,92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,,17.25,56.05,34.75,9.2,,
,,,66,54,21,25.19008683,60.2001687,5.919045532,72.12375573,,24.93333333,42.53333333,42.5,14.96666667,,
,,,63,58,22,18.25405352,55.28220433,6.204747653,63.72358154,,8.4,80.04,9.9,10.06,,9.14
,,,70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,,7.025,83.95,8.525,7.525,,12.4
,,,61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,,6.325,82.425,9.7,7.875,,13.9375
,,,66,53,19,23.09348056,60.1159381,6.033550195,65.49730729,,16.18,55.36,25.11,19.53,,21.23333333
,,,74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,,18.6,46.5,35.93333333,17.56666667,,21.2
,,,77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,,30.9,13.86666667,45.73333333,40.4,,28.76666667
,,,99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,,22.1,21.5,40.3,38.2,,
,,,74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,,2.5,90.3,7.5,2.2,,
,,,83,45,21,18.83344471,58.75082029,5.716222912,79.7532896,,8.766666667,57.73333333,31.4,10.86666667,,
,,,100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,,12.9,40.35,41.8,17.85,,
,,,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,,33.3,7.666666667,51.93333333,40.4,,
,,,94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,,27.075,5.4,56.76666667,37.83333333,,30.36666667
,,,75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,,18.6,16.9,50.23333333,32.86666667,,24.13333333
,,,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,,4.95,70.95,21.45,7.6,,11.85
,,,87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,,7.666666667,77.46666667,15.3,7.233333333,,9.4
,,,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,,5.566666667,81.33333333,15.53333333,3.133333333,,15.7
,,,63,43,19,18.51816776,55.53128131,6.641906353,90.988051,,6.525,68.875,27.1,4.025,,11.73333333
,,,84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,,37.43333333,30.26666667,53.06666667,16.66666667,,22.75
,,,64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,,28.74285714,65.62,26.08,8.3,,21.825
,,,60,46,22,24.89364635,65.61418761,6.625404348,87.9298085,,11.55,31.83333333,46.6,21.56666667,,21.2
,,,98,44,21,25.77175115,74.089114,6.524478032,107.4931917,,12.5,11.6,69.1,19.3,,21.2
,,,75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,,96.55,,,,,
,,,86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,,4.166666667,89.16666667,8.333333333,2.5,,7.3
,,,98,35,18,23.79746068,74.82913698,6.252797548,91.76337172,,4.4,80.1,14.45,5.45,,
,,,76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,,34.675,33.96666667,59.43333333,6.6,,33.55
,,,99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,,13.33333333,50.96666667,27.76666667,21.26666667,,15.46666667
,,,60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,,14.65,35.9,46.65,17.45,,20.75
,,,74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,,,25.25,64.25,10.5,,
,,,89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,,,63.9,30,6.1,,
,,,69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,,,62.05,30.8,7.15,,
,,,96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,,,50.85,41.95,7.2,,
,,,61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,,,69.3,26.65,4.05,,
,,,74,58,18,20.03728219,56.35606753,6.727303282,109.024141,,,31.55,55.8,12.65,,
,,,74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,,,22.36666667,64.3,13.33333333,,
,,,63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,,,72.05,19.2,8.75,,
,,,99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,,21.61,4.56,65.92,29.52,,25.71
,,,77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,,15.93333333,81.63333333,14.13333333,4.233333333,,14.6
,,,87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,,,98,1.4,0.6,,
,,,60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,,6.2,49.4,37.8,12.8,,
,,,94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,,7.2,81.2,9.65,9.15,,12.1
,,,95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,,,5.5,59.66666667,34.83333333,,
,,,84,44,21,21.869274,61.91044947,5.850439831,107.2681929,,,9.1,66.73333333,24.16666667,,
,,,77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,,9.7,47.2,46.95,5.85,,26.6
,,,66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,,9.3,85.2,9.333333333,5.466666667,,
,,,63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,,13.43333333,42.86666667,38.11666667,19.01666667,,17.01666667
,,,79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,,10.05,52.75,29,18.25,,
,,,72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,,14.85,4.4,71.75,23.85,,
,,,67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,,12.95,9.05,60.15,30.8,,
,,,86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,,22.55,,,,,
,,,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,,21.225,9.625,60.5,29.875,,28.125
,,,75,53,18,20.68899915,59.4375337,6.864793607,103.651438,,8.866666667,57.53333333,33.56666667,8.9,,
,,,81,45,23,19.32666088,68.034493,6.192360003,84.22969177,,34.15,10.55,45.45,44,,
,,,73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,,14.85,,,,,
,,,71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,,6.5,,,,,
,,,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,,15.23333333,7.833333333,72.4,19.76666667,,27.16666667
,,,99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,,20.525,17.55,47.55,34.9,,24.7125
,,,62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,,12.63333333,41.46666667,37.3,21.23333333,,20.925
,,,86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,,,2.7,70.7,26.6,,
,,,94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,,,3.6,68.15,28.25,,
,,,76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,,4.5,48.3,39.5,12.2,,
,,,77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,,4.3,43.4,47.1,9.5,,
,,,74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,,9.1,4.5,67.6,27.9,,
,,,81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,,29.9,31.9,54.25,13.85,,
,,,63,42,21,23.26237612,72.33125523,5.798423908,67.10225139,,15,33.3,58,8.7,,
,,,99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,,10.6,41.1,47.3,11.6,,
,,,90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,,4.9,33.3,54.5,12.2,,
,,,68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,,9.6,48.9,39.2,11.9,,
,,,60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,,26.4,8.8,62.9,28.3,,
,,,71,52,18,25.10787449,55.97732754,5.790770203,78.16077693,,7.5,54,38.7,7.3,,
,,,61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,,0.7,93.4,5.5,1.1,,
,,,88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,,30.65,38.1,37.75,24.15,,63.9
,,,65,60,22,25.36768364,72.52054555,6.606984086,107.9124111,,33.82,28.43333333,60.53333333,11.03333333,,28.35
,,,78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,,14.5,21.15,41.4,37.45,,22.35
,,,78,58,15,25.00933355,67.816568,6.528631266,62.91359494,,14.3,20.65,45.9,33.45,,20.5
,,,92,60,23,18.66746724,71.516474,5.721667141,69.93293255,,12.63333333,22.96666667,54.03333333,23,,24.8
,,,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,,19.56666667,25.43333333,45.3,29.26666667,,40.15
,,,91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,,16.76666667,48.7,44.2,7.1,,27.46666667
,,,76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,,11.36666667,69.6,20.03333333,10.36666667,,
,,,87,48,25,18.65396672,61.37879671,6.656730008,93.62039175,,40.43333333,1.733333333,46.53333333,51.73333333,,32
,,,71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,,12.1,1.033333333,78.9,20.06666667,,31.40555567
,,,90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,,,99.5,0,0.5,,
,,,67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,,15.2,62.6,29.75,7.65,,22.85
,,,60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,,36.4,29.8,57.7,12.5,,42.7
,,,83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,,24.2,21.4,62.8,15.8,,
,,,83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,,38.2,15.9,42.8,41.3,,
,,,40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,,21.95,18.7,60.75,20.55,,28.9
,,,23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,,66.2,3,52.55,44.45,,64.75
,,,39,58,85,17.88776475,15.40589717,5.996932037,68.54932919,,29.06666667,31.93333333,53.33333333,14.73333333,,
,,,22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,,6.45,64.7,29.55,5.75,,
,,,36,67,77,18.36952567,19.56381041,7.152811172,79.26357665,,29.15,20.2,57.35,22.45,,
,,,32,73,81,20.45078582,15.40312102,5.988992796,92.68373702,,19.2,7.65,66,26.35,,27.3
,,,58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,,2.733333333,78.46666667,18.2,3.333333333,,
,,,59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,,13.05,19.2,48.8,32,,43.5
,,,42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,,22.66666667,12,46.2,41.8,,
,,,28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,,26.95,10.65,51.55,37.8,,36.1
,,,58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,,17.53333333,16.1,46.63333333,37.26666667,,35.2
,,,43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,,29.1,22,46.66666667,31.33333333,,
,,,58,63,81,19.81344531,14.69765308,6.515499549,78.96514709,,22.3,12.15,56.9,30.95,,25.475
,,,23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,,3.2,92.5,3.4,4.1,,
,,,27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,,8.866666667,67.36666667,25.43333333,7.2,,
,,,28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,,78.3,,,,,77.6
,,,50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,,74.13333333,64.8,31.55,1.4,,
,,,39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,,15.325,,,,,23.3
,,,25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,,11.56666667,32.9,46.76666667,20.33333333,,
,,,31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,,5.6,47.63333333,41.73333333,10.63333333,,
,,,26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,,9.033333333,45.23333333,44.8,9.966666667,,
,,,25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,,15.35,25.85,43.1,31.05,,29.675
,,,31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,,18.46666667,30.13333333,46.86666667,23,,
,,,60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,,,24.7,54.95,20.35,,
,,,59,62,83,18.57665902,19.22008229,8.104396058,72.94940441,,,14,61.4,24.6,,
,,,22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,,,14,63,23,,
,,,36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,,34.325,8.15,64.4,27.45,,
,,,59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,,24.82,34.225,39.075,26.7,,21
,,,54,77,85,17.1418614,17.0662427,7.829211144,83.74606679,,15.3,6.4,73.25,20.35,,
,,,43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,,20.23333333,14.66666667,69.7,15.63333333,,
,,,28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,,11.96666667,36.7,41.63333333,21.66666667,,26.63333333
,,,42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,,25.025,32.875,56.1,11.025,,18
,,,32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,,44.1,26.3,69.5,4.2,,63.1
,,,22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,,39.5,8.7,85.15,6.15,,
,,,31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,,14.83333333,3.8,73.7,22.5,,23.43333333
,,,28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,,10.3,76.96666667,15.03333333,8,,17.96666667
,,,57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,,60.4,41.2,21.1,37.7,,
,,,49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,,24.6,62.95,23,14.05,,
,,,46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,,,90.1,5.8,4.1,,
,,,54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,,3.8,62.1,29.6,8.3,,
,,,38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,,11.8,69.23333333,28.1,2.666666667,,20.5
,,,59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,,35.23333333,11.63333333,23.7,64.66666667,,
,,,36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,,71.65,75.8,17.2,7,,
,,,57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,,14.1,10.35,67.65,22,,22.1
,,,35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,,49.2,18.3,67.4,14.3,,19.1
